id,name,host_total_listings_count,neighbourhood_group_cleansed,accommodates,price,has_availability,availability_365
41553764,Sunny room in the city center,5.0,Eixample,1,21.0,t,280
41559861,Chic Modern Design,8.0,Ciutat Vella,10,315.0,t,365
41574530,4-2 · Estudio en el centro de Barcelona,23.0,Eixample,2,173.0,t,12
41574813,1-1 · Apartamento a 10 minutos de la Sagrada Familia,23.0,Eixample,2,197.0,t,3
41576853,3-4 · Acogedor apartamento en Barcelona,23.0,Eixample,3,194.0,t,12
41579941,5-3 · Apartamento con encanto en Barcelona,23.0,Eixample,4,,t,0
41581497,1-2· Céntrico apartamento para 4 personas,23.0,Eixample,4,227.0,t,7
41987860,Bedroom with own bathroom in stunning Poble Sec,3.0,Sants-Montjuïc,1,,,0
41583892,Penthouse in Gracia with terrace and parking,3.0,Gràcia,6,250.0,t,0
41584917,5-4 · Encantador piso en el Eixample,23.0,Eixample,4,224.0,t,12
41585795,4-1 · Acogedor y céntrico apartamento,23.0,Eixample,4,197.0,t,13
41586164,2-3 · Cómodo apartamento en el Eixample,23.0,Eixample,4,,t,0
41601179,2-1 · Loft a 10 minutos de la Sagrada Familia,23.0,Eixample,4,,t,0
41602372,"Super-Duper studio, 2 balconies to the street",21.0,Eixample,2,,t,0
41602485,3-3 · Apartamento céntrico para 3 personas,23.0,Eixample,3,210.0,t,5
41988792,Comfortable apartment in quiet area of ​​Poble Sec,1.0,Sants-Montjuïc,6,65.0,t,56
41991221,Alessandra Ramblas Central,111.0,Ciutat Vella,7,363.0,t,112
41602671,Bright twin room,5.0,Les Corts,2,,f,0
41602810,Habitación doble,5.0,Les Corts,2,,f,0
41603027,E-1 - Apartamento céntrico,23.0,Eixample,4,,t,1
41603068,2-4 · Céntrico apartamento muy tranquilo,23.0,Eixample,5,224.0,t,12
41603143,Habitación triple,5.0,Les Corts,3,,f,0
41603468,E-2 Acogedor apartamento para 4 personas,23.0,Eixample,4,229.0,t,11
41603692,3-1 · Encantador apartamento en Barcelona,23.0,Eixample,4,,t,2
41604535,Dormitorio individual en Roquetes (Barcelona),1.0,Nou Barris,1,,,0
41993285,Precioso estudio con terraza privada,2.0,Ciutat Vella,2,64.0,t,244
41994542,Habitación individual tranquila y luminosa.,1.0,Eixample,1,26.0,t,266
41995123,ch1ib Nice 1 bedroom apartment only 15min Ramblas!,417.0,Sants-Montjuïc,4,224.0,t,56
42009322,"5 min-Beach room,private bathroom, Poblenou",1.0,Sant Martí,2,,t,0
41606952,4-3 · Centrico apartamento en Barcelona,23.0,Eixample,4,197.0,t,16
41607784,Mhariel place in the center of Barcelona,1.0,Ciutat Vella,2,,,0
41609291,5-1 · Precioso apartamento en el centro de Barcelona,23.0,Eixample,4,,t,0
41609343,4-4 · Céntrico apartamento de diseño,23.0,Eixample,4,214.0,t,11
41611728,Poblenou Loft,1.0,Sant Martí,6,418.0,t,197
41614206,Amazing house with lovely garden min stay 1 month,6.0,Gràcia,8,,t,0
41615020,Habitación doble en l'Eixample,1.0,Gràcia,2,,,0
42009701,New Ramblas City Center Apartment,91.0,Ciutat Vella,7,500.0,t,112
42012064,Modernist central new 4 rooms apartment,11.0,Eixample,6,140.0,t,98
42012548,"Nice ""Room Cerdà"" in new central coliving space",11.0,Eixample,1,23.0,t,159
42012772,"Nice ""Room Gaudi"" in new central coliving space",11.0,Eixample,1,25.0,t,159
42012830,Cuarto,1.0,Sant Martí,2,,,0
42014907,Suite in the heart of the city,3.0,Eixample,2,,t,0
42015983,Loft with terrace Barcelona(monthly rent Expats),1.0,Ciutat Vella,2,50.0,t,292
41616877,Bright & cozy for 2 close to Sagrada Familia,4.0,Eixample,2,62.0,t,62
41631824,Dormitorio doble en Vilapicina,1.0,Nou Barris,2,,,0
41636989,Spacious Apartment in the Heart of Eixample,6.0,Eixample,12,297.0,t,67
41638009,Un ático en paseo de gracia para compartir,6.0,Eixample,1,,t,0
41641405,Habitación con mucha luz en el centro,1.0,Ciutat Vella,2,,,0
41642935,Habitación acogedora en el Raval,1.0,Ciutat Vella,1,,,0
41654535,Habitacion en Poblenou,1.0,Sant Martí,2,,,0
41675358,Suite New Central Top location 2,91.0,Eixample,4,280.0,t,111
41676648,COZY DOUBLE ROOM IN THE GOTHIC QUARTER-BARCELONA,1.0,Ciutat Vella,2,,,0
41683699,"Cosy renovated apartment in Eixample, by metro",1.0,Eixample,2,100.0,t,310
41697165,Luxury Bedroom Rambla Barcelona,4.0,Ciutat Vella,1,500.0,t,89
41697566,High standard Bedroom plus desk rambla Barcelona,4.0,Ciutat Vella,2,90.0,t,89
42020019,Bright penthouse with terrace in the center,1.0,Ciutat Vella,2,,t,0
42021980,habitación privada en montjuic,3.0,Sants-Montjuïc,1,,,0
42028812,Twin room  next  to the Ramblas  of Barcelona,4.0,Ciutat Vella,2,,t,267
42028825,Double Room next to the Ramblas of Barcelona,4.0,Ciutat Vella,2,248.0,t,269
42030176,Kronos on the beach suite 3,5.0,Ciutat Vella,4,399.0,t,338
42030367,*monthly stays* Apartment in Sant Andreu,117.0,Sant Andreu,3,46.0,t,256
42030519,Luxury apartment with gym and pool,38.0,Eixample,4,158.0,t,265
42032411,"Awesome loft new & fully furnished, top amenities",1.0,Horta-Guinardó,4,100.0,t,5
41698510,"Gatsby 3 BR apartment high floor, terrace, light",34.0,Les Corts,6,92.0,t,332
41698720,En suite bedroom luxury Rambla Boqueria Barcelona,4.0,Ciutat Vella,3,429.0,t,0
41699613,Sweett | Spacious 5BR Apt. with balcony,241.0,Eixample,9,546.0,t,136
41700124,"Bellafila Gothic, garantía de desinfección",9.0,Ciutat Vella,6,399.0,t,101
41706885,Piso en pleno centro de Barcelona.,2.0,Ciutat Vella,6,,t,91
41707900,"Big room at Carrer del Carme, center of Barcelona",1.0,Ciutat Vella,5,,,0
41712193,Alojamiento doble muy cerca del centro,1.0,Eixample,2,,,0
41734204,Entire Apartment next to P. de Gracia,3.0,Eixample,4,,t,0
41734647,Raval 26,20.0,Ciutat Vella,6,179.0,t,180
42057280,Kronos on the beach suite 1,5.0,Ciutat Vella,4,352.0,t,343
42057654,Amazing double room with sunny balcony in Eixample,11.0,Eixample,1,24.0,t,157
42060496,Cozy newly renovated apartment in Sants,1.0,Sants-Montjuïc,3,50.0,t,312
42062992,4-bedroom with terrace near Pg Gracia&Pl Catalunya,71.0,Eixample,7,783.0,t,245
42065875,Friendly room with balcony,27.0,Eixample,1,23.0,t,131
41739605,Sants casa,1.0,Sants-Montjuïc,1,,t,0
41739951,"Consell de Cent apartment Ii, 3 bedrooms, Eixample",34.0,Eixample,5,221.0,t,165
41747671,Discover BCN Modern private floor next metro,5.0,Horta-Guinardó,4,120.0,t,127
41760234,Habitacion Doble en Alfons X,1.0,Horta-Guinardó,2,,,0
41766388,Mr Serrano Apartments,2.0,Gràcia,4,646.0,t,252
41766783,ch2x1w Large Apartment Las Ramblas-Fira Barcelona,417.0,Sants-Montjuïc,4,259.0,t,365
41783014,The Camp Nou FCB Apartment,258.0,Les Corts,6,195.0,t,285
42066899,2BR penthouse in trendy/tapas,2.0,Eixample,4,185.0,t,133
42067592,Cozy double room in the heart of Gothic Quarter,1.0,Ciutat Vella,2,,f,0
42079862,Deluxe with gardened tarrace,4.0,Nou Barris,4,212.0,t,101
42080247,Single room in beautiful flat next to Sagrada,1.0,Eixample,1,,t,0
42081486,CHEERFUL APARTMENT IN GOTHIC QUARTER,18.0,Ciutat Vella,2,80.0,t,358
42082554,BARCELONA | VINTAGE APT | PRIVATE TERRACE ¤,14.0,Gràcia,4,175.0,t,303
42085179,CHEERFUL APARTMENT IN THE CENTER OF BARCELONA,18.0,Ciutat Vella,2,70.0,t,327
41787048,Habitación con dos camas y baño privado,1.0,Sants-Montjuïc,2,,,0
42264373,The flat,10.0,Sant Martí,5,201.0,t,223
42267766,BRIGHT APT NEAR SAGRADA | 8 PEOPLE ¦,29.0,Eixample,8,166.0,t,313
42268112,BARCELONA | SPACIOUS FLAT | PRIVATE BALCONY¦,29.0,Gràcia,8,186.0,t,321
42290854,"Near Metro Sant Marti, CONFORTABLE",5.0,Sant Martí,4,55.0,t,125
42292298,Barrio Gotico. Unique rooftop flat near Ramblas,1.0,Ciutat Vella,1,70.0,t,260
42297026,"Plaza Cataluña, céntrico y moderno",21.0,Eixample,4,,t,0
42321153,Stylish and central loft -Students & Professionals,1.0,Ciutat Vella,1,43.0,t,250
42322753,Habitación tranquila cerca de la playa,1.0,Sant Martí,2,,t,0
42085942,Cheerful apartment in the heart of the city,18.0,Ciutat Vella,2,80.0,t,329
42103713,Modernist Family Barcelona Apartment,137.0,Eixample,6,337.0,t,279
42105584,Habitación M&D,2.0,Nou Barris,1,,t,0
42111818,ch1x3ib 3 Nice 1 Bedroom Flats Only 15Min Ramblas!,417.0,Sants-Montjuïc,12,673.0,t,56
42127782,Double Room by The Moods Oasis,6.0,Sarrià-Sant Gervasi,2,172.0,t,220
42328276,"Apartamento duplex, Sagrada Familia y Parc Güell",1.0,Horta-Guinardó,6,60.0,t,219
42341195,hppe Happy 4 Bedroom Flat 2 Bathr. Ideal Location!,417.0,Sants-Montjuïc,8,800.0,t,176
42344644,Twentytú Hostel - Private quadruple room,7.0,Sant Martí,4,300.0,t,365
42347245,BIG AND LUXURIOUS APARTMENT IN BARCELONA CENTER,16.0,Eixample,6,507.0,t,284
42347934,Sunny apartment in Born near plaza cataluña,1.0,Ciutat Vella,2,,,0
42348318,BBarcelona Central Boutique Apartment 11,10.0,Eixample,4,227.0,t,302
42349331,BBarcelona Central Boutique Apartment 31,10.0,Eixample,2,203.0,t,333
42349746,BBarcelona Central Boutique Apartment 41,10.0,Eixample,2,225.0,t,319
42128045,Avinyo 2 Gotic  · New Listing! Spacious Loft in the Gothic Quarter!,3.0,Ciutat Vella,6,492.0,t,56
42128779,Two bedroom flat in PobleNou,163.0,Sant Martí,3,86.0,t,359
42128982,Sagrada Familia Clot Vista 2 - Wifi/Private/Clean,10.0,Sant Martí,4,162.0,t,78
42349882,BBarcelona Central Boutique Apartment 51,10.0,Eixample,2,223.0,t,328
42350049,BBarcelona Central Boutique Superior  Terrace 12,10.0,Eixample,5,218.0,t,324
42350274,BBarcelona Central Boutique Apartment 22,10.0,Eixample,5,235.0,t,294
42350538,BBarcelona Central Boutique Apartment 52,10.0,Eixample,5,246.0,t,289
42350651,BBarcelona Central Boutique Apartment 42,10.0,Eixample,5,231.0,t,306
42368011,Cozy double bedroom in the heart of the city.,3.0,Ciutat Vella,1,30.0,t,334
42369117,AB Marina Apartment  V-II,258.0,Eixample,4,187.0,t,335
42134344,Cosy room next to the beach,3.0,Horta-Guinardó,2,80.0,t,76
42134884,Sagrada Familia Clot Terrace 2 -Wifi/Private/Clean,10.0,Sant Martí,3,163.0,t,73
42135410,chs1rua Nice 1bedroom apartment only 15min Ramblas,417.0,Sants-Montjuïc,4,224.0,t,56
42151836,Chic Penthouse in the center with private terrace,7.0,Eixample,5,291.0,t,330
42163538,long term rental 460 eurs double private bedroom,2.0,Eixample,2,,t,0
42163748,great location double private bedroom,2.0,Eixample,2,,t,0
42371898,Apartamento 2 Habitaciones 4 pax Isabella's House,6.0,Sarrià-Sant Gervasi,4,267.0,t,216
42373718,Sweett | Trendy Apt with big terrace,241.0,Eixample,2,217.0,t,143
42376889,Room for 2 persons center BCN Arc de Triumph,2.0,Eixample,2,,,0
42377083,City Modern Apartment 2,91.0,Sarrià-Sant Gervasi,4,280.0,t,105
42379738,Cool One Bedroom  Old Town Only Monthly Rental,13.0,Ciutat Vella,2,150.0,t,180
42380546,Habitación en el corazón del Borne,2.0,Ciutat Vella,2,,,0
42388402,Barry Saint Bernard Room,3.0,Ciutat Vella,3,108.0,t,326
42393313,Be Barcelona Nice and Comfy 1.3,27.0,Ciutat Vella,4,241.0,t,85
42393912,Twentytú Hostel - Private Double Room,7.0,Sant Martí,2,,t,365
42169123,Sweett | Sepulveda 5A,241.0,Eixample,4,318.0,t,170
42170181,Brand New Room in central BCN!,1.0,Eixample,1,,t,0
42173941,"MARINA PALMS! sunny bedroom, central! Amazin View!",1.0,Eixample,2,,,0
42174418,Innovador apartamento en el barrio de Gracia,39.0,Gràcia,4,81.0,t,298
42191057,Ciudad Vella Apartment Born District,5.0,Ciutat Vella,3,,,0
42393950,3) Little room without window in the centre,5.0,Ciutat Vella,1,,t,0
42395557,big room with double bed,5.0,Ciutat Vella,2,,t,0
42396146,Mediterranean Barcelona Penthouse with balcony,4.0,Nou Barris,4,192.0,t,99
42397180,TSA Gran Via |   4 Bed Spacious Apartment,34.0,Eixample,7,335.0,t,77
42399052,BARCELONA | BEAUTIFUL & CONTEMPORARY APARTMENT |¤,354.0,Sarrià-Sant Gervasi,5,181.0,t,318
42399737,TSA Gran Via | 4 Bed Historic Apartment,34.0,Eixample,7,264.0,t,102
42400057,TSA Gran Via |  1 Bed Modern Apartment,34.0,Eixample,4,172.0,t,57
42400193,Acogedora estancia SAGRADA FAMILIA,1.0,Gràcia,1,,,0
42195430,The Ultimate Central Place,111.0,Eixample,4,280.0,t,111
42222494,ch1x2ru 2 Nice 1 Bedroom Flats Only 15min Ramblas,417.0,Sants-Montjuïc,8,449.0,t,56
42226195,Habitacion acogedora y muy bien comunicada.,1.0,Sants-Montjuïc,2,54.0,t,164
42239139,Bright 2 bedroom with balcony in BCN Center - GYM,14.0,Eixample,4,215.0,t,313
42240619,Sweett | Comfortable Apt. in the Old City,241.0,Eixample,3,265.0,t,186
42243446,Nice room for 2 persons Arc de Triumph center BCN,2.0,Eixample,2,,,0
42246900,STYLISH MODERNIST 1BED APT EIXAMPLE Wi-Fi/SMART TV,51.0,Eixample,4,93.0,t,341
42249336,Apartment with a view next to P. de Gracia,3.0,Eixample,4,,t,0
42249998,Poblenou Beach - quiet & confortable apartment,7.0,Sant Martí,3,58.0,t,45
42263516,Pis confortable aprop de la Sagrada Familia,1.0,Sant Martí,6,243.0,t,287
42264178,Warehouse: The Loft,65.0,Sant Martí,10,550.0,t,317
42400775,Habitación individual en amplio piso compartido,2.0,Eixample,1,,t,0
42404270,"La playa ,  la UPF , el 22@ ,15´a plz Cataluña",2.0,Sant Martí,1,28.0,t,137
42418361,DELUXE APARTMENT - PASEO DE GRACIA,10.0,Eixample,4,441.0,t,191
42419142,Sweett | Stylish Apt. in the Historical Centre,241.0,Eixample,4,310.0,t,182
42420067,Modern and bright apartment well located,2.0,Gràcia,4,223.0,t,72
42421284,Cozy and elegant rooms in the heart of Barcelona,1.0,Eixample,6,,f,0
42421800,Sunny Double Room In  Nature . (Barcelona City),2.0,Sarrià-Sant Gervasi,2,100.0,t,217
42458337,Pleno centro Barcelona,1.0,Eixample,2,,,0
42464081,Beachfront apartment ideal for summer,8.0,Sant Martí,4,124.0,t,179
42464818,ROOM Centro BARCELONA - Plaza Universidat Gran Via,1.0,Eixample,1,,f,0
42733933,Private 8 Bedroom (Entire Room),11.0,Eixample,8,458.0,t,165
42734754,Private 6 Bedroom (Entire Room),11.0,Eixample,6,489.0,t,5
42735429,Private 4 Bedroom (Entire Room),11.0,Eixample,4,,t,0
42735542,Exclusivo piso a pie de calle en zona céntrica.,4.0,Sants-Montjuïc,5,99.0,t,268
42741257,super clean double bedroom,1.0,Eixample,1,,t,0
42750246,Sealona Born Apartments 4,15.0,Ciutat Vella,2,261.0,t,90
42759372,Han 2 doble 20 mins del centro de Barcelona,2.0,Nou Barris,2,,t,0
42766670,Double Room next to Ciutadella Park,1.0,Sant Martí,2,,,0
42782544,Very clean quite and bright private room,3.0,Les Corts,2,,,0
42468218,hp Great 3 bedroom 2 bathr old town ideal location,417.0,Sants-Montjuïc,6,653.0,t,121
42470008,Apartamento centro Barcelona,2.0,Ciutat Vella,2,150.0,t,157
42471182,Double room with Private bathroom in shared Loft,1.0,Sants-Montjuïc,2,283.0,t,49
42478774,Apartamento precioso con jardínes y piscinas,3.0,Horta-Guinardó,6,76.0,t,328
42479082,Espectacular apartamento2 con terraza en el Gótico,3.0,Ciutat Vella,5,140.0,t,250
42483086,Stylish 2-bedrooms flat in Putxet with car parking,1.0,Sarrià-Sant Gervasi,3,100.0,t,362
42497277,Designer family house in Gràcia,81.0,Sarrià-Sant Gervasi,8,120.0,t,5
42802442,Alquiler de Habitacion Individual,2.0,Eixample,1,,t,0
42802494,Sweett | Modern Apt. near Plaza Espana,241.0,Eixample,3,237.0,t,150
42805203,Apartamento para 2 Sata Olimpic Village Area,5.0,Sant Martí,2,75.0,t,316
42503958,Suite close to Sagrada Familia (A/C August 2024),4.0,Eixample,4,161.0,t,66
42505004,cozy flat near the sea - MM Barceloneta,1.0,Ciutat Vella,4,45.0,t,73
42516529,Habitación luminosa exterior ideal para trabajar,2.0,Sant Martí,1,27.0,t,214
42525096,"Cute flat in Gothic area, large shared terrace.",153.0,Ciutat Vella,4,44.0,t,296
42525446,"Cute sunny light flat, shared terrace, Gothic area",153.0,Ciutat Vella,4,47.0,t,253
42536918,Cozy pool apartment next to the beaches,47.0,Sant Martí,5,225.0,t,107
42546533,Habitación grande  con balcón. Aire acondicionado,3.0,Sants-Montjuïc,3,22.0,t,205
42546990,"Habitación grande TV, aire acondicionado y Balcon",3.0,Sants-Montjuïc,1,22.0,t,109
42547432,"Habitación cama doble, tv y aire acondicionado",3.0,Ciutat Vella,1,28.0,t,182
42549331,Christina Suites City Center Terrace,111.0,Eixample,3,200.0,t,113
42811439,Loft cerca de plaza España y Cataluña,1.0,Ciutat Vella,2,,,0
42551373,"Habitación y baño privado,10 minutos de Pz España",1.0,Sants-Montjuïc,2,,t,0
42560387,Sweett | Modern 2BR in Eixample,241.0,Eixample,3,297.0,t,189
42561460,Piso para estudiantes de 4 habitaciones,43.0,Sants-Montjuïc,5,100.0,t,0
42563924,Flat near Paseo de Gracia,3.0,Eixample,6,140.0,t,307
42564722,Alquiler de Habitacion doble,2.0,Eixample,1,,t,0
42570447,Amazing Flat in Barcelona Center,2.0,Eixample,2,,t,0
42575841,Cozy 3Bed flat with Balcony close to Plaza España,1.0,Sants-Montjuïc,5,186.0,t,334
42576874,MA12 - Piso terraza comunitaria en Sants,31.0,Sants-Montjuïc,4,112.0,t,351
42577135,MA11 - Piso en Sants gran terraza comunitaria,31.0,Sants-Montjuïc,4,112.0,t,346
42577230,MAB2 - Piso a pie de calle con terraza privada,31.0,Sants-Montjuïc,4,118.0,t,346
42577795,RIU42 - Modern apartment in Montjuic,31.0,Sants-Montjuïc,6,154.0,t,87
42583657,Habitación privada en Montjuic,3.0,Sants-Montjuïc,2,,,0
42595071,Beautiful 2 Bed Apartment in historic building,59.0,Eixample,4,159.0,t,268
42595301,MUN41 - Sagrada Família private terrace apartment,31.0,Sant Martí,3,170.0,t,331
42595805,MUN31 - Apt with private balcony Sagrada Familia,31.0,Sant Martí,3,146.0,t,321
42596063,Barcelona | Cosy Apt | City Centre - GYM,354.0,Eixample,4,203.0,t,313
42596281,MUN21 - Apartment with balcony Sagrada Familia,31.0,Sant Martí,3,146.0,t,326
42596707,GIR1A -Modernist apartment next to Paseo de Gracia,31.0,Eixample,4,188.0,t,331
42821098,Luminous apartment with balcon close to Park Güell,5.0,Gràcia,4,118.0,t,260
42822221,BARCELONA | SPACIOUS APT W/ BALCONY & POOL ACCESS,29.0,Sant Martí,11,182.0,t,316
42597597,COR31 - Piso en el centro de Barcelona,31.0,Eixample,6,165.0,t,341
42597833,MU11 - Spacious flat near FC Barcelona,31.0,Sants-Montjuïc,6,146.0,t,330
42598255,Lugaris Beach Apartamento Business Superior,9.0,Sant Martí,3,282.0,t,230
42598391,MU21 - Large apartment FC Barcelona,31.0,Sants-Montjuïc,5,146.0,t,330
42598611,FEL11 - Piso con terraza 15minutos Sagrada Familia,31.0,Sant Andreu,6,124.0,t,338
42599172,Sants,165.0,Sants-Montjuïc,3,,t,1
42600316,FEL42 -Piso amplio y tranquilo,31.0,Sant Andreu,5,124.0,t,349
42600529,Loft con Terraza BORN 2 pax (Mínimo 32 noches),21.0,Ciutat Vella,2,48.0,t,1
42822509,Private clean private room in share appartment,3.0,Les Corts,2,,,0
42827050,Habitación junto al metro Monumental,1.0,Eixample,1,,,0
42832993,Lovely apartment in Gracia 2-4,6.0,Gràcia,4,146.0,t,6
42838591,Room with private indoor balcony,1.0,Eixample,1,,,0
42848943,"Great 3 BR flat near Sants, all included",163.0,Sants-Montjuïc,7,378.0,t,290
42851344,"Habitación privada doble, BARCELONA, centro SANTS.",2.0,Sants-Montjuïc,1,,,0
42604480,Poblenou Apartment 5' to the beach (self check-in),9.0,Sant Martí,5,245.0,t,48
42614107,COSY LOFT NEAR PLAZA CATALUNYA AREA WIFI,3.0,Ciutat Vella,2,,t,0
42632088,Sunny apartment with private roof terrace,354.0,Sants-Montjuïc,4,178.0,t,311
42633499,Sweett | Moden 2BR with balcony,241.0,Sants-Montjuïc,4,171.0,t,191
42657169,"Habitacion doble en BCN centro, el Raval.",1.0,Ciutat Vella,2,,,0
42659253,Tu acogedora estancia en el Nou Barris.,1.0,Nou Barris,1,,t,0
42660146,Fab 2 bedroom in Born,163.0,Ciutat Vella,4,64.0,t,341
42661525,Lovely bright room Gaudi park Guell.,1.0,Sarrià-Sant Gervasi,2,,t,0
42664140,Apartamento con 4 habitaciones y 2 baños Sants,43.0,Sants-Montjuïc,8,100.0,t,33
42853755,Spacious Penthouse with big private terrace & view,4.0,Eixample,5,180.0,t,342
42855119,obb1 Great 2 bedroom apartment close Las Ramblas,417.0,Ciutat Vella,4,270.0,t,365
42866611,"Near camp nou, clean private room",3.0,Les Corts,1,,,0
42871945,Super bright studio close Sants station-Plaza Espa,163.0,Sants-Montjuïc,2,60.0,t,95
42872284,Nice flat 2 double bedrooms in Sants,6.0,Sants-Montjuïc,4,46.0,t,121
42874101,Comfy studio very close to Sants Station all incl,163.0,Sants-Montjuïc,2,50.0,t,162
42874820,Studio steps from Sants  district,163.0,Sants-Montjuïc,2,65.0,t,67
42875077,spacious 3 bedroom apartment in Sants all included,163.0,Sants-Montjuïc,7,378.0,t,291
42667900,chs6x1 6 Nice 1 Bedroom Flats Only 10Min Ramblas!,417.0,Sants-Montjuïc,16,1346.0,t,56
42679812,P/ CENTER CITY !,6.0,Ciutat Vella,3,,,0
42680411,P/ CENTER CITY !!,6.0,Ciutat Vella,2,,,0
42683762,Cerca de la playa,1.0,Ciutat Vella,3,,,0
42687971,Sagrada Familia P1,19.0,Eixample,6,274.0,t,0
42692716,Sweett | Modern 2BR in Gracia Town,241.0,Gràcia,5,288.0,t,172
42697259,Sweett | Stylish Apt. near Plaza Espana,241.0,Eixample,3,220.0,t,136
42703123,STUNNING APARTMENT IN EIXAMPLE,2.0,Eixample,4,140.0,t,364
42876023,Superb apartament 2 chambres au coeur Eixample,163.0,Eixample,6,381.0,t,62
42885143,Stylish apartment near to Sagrada Familia,6.0,Eixample,9,265.0,t,95
42886697,New Flat with terrace close to park Güell,5.0,Gràcia,2,156.0,t,248
42888077,Sunny Boho bedroom in Poble Sec- good vibes!,2.0,Sants-Montjuïc,2,,,0
42888138,"Two Bedr Apt. w/ 2 bath, work area - 1-1 (3 PAX)",25.0,Eixample,3,273.0,t,118
42890622,Habitación Doble cerca de la playa,6.0,Sant Martí,2,194.0,t,3
42893215,Double superior room near the beach,6.0,Sant Martí,2,235.0,t,10
42705590,Gran habitación doble cerca de Sagrada Familia,1.0,Eixample,2,,,0
42706169,PA/ CENTER CITY!,6.0,Ciutat Vella,4,,,0
42708055,PA/ CENTER CITY !!!!,6.0,Ciutat Vella,2,,,0
42708647,PA/ CENTER CITY !!!,6.0,Ciutat Vella,3,,,0
42725116,Central single room in Eixample,11.0,Eixample,1,53.0,t,139
42727558,Cosy central room in Eixample,11.0,Eixample,1,48.0,t,126
42727913,Habitacion doble acogedora,2.0,Ciutat Vella,1,,,0
42728305,Central beautiful room in Eixample,11.0,Eixample,1,28.0,t,142
42729359,Central and bright room in Eixample,11.0,Eixample,1,79.0,t,120
42893238,Double room with view on high floor,6.0,Sant Martí,2,264.0,t,15
42899790,Three-Bedrooms Apt. with 2 bathrooms - 1-2 (4pax),25.0,Eixample,4,331.0,t,195
42908801,Estudio con baño y cocina privada! Metro a 2`P2,15.0,Sants-Montjuïc,2,45.0,t,337
42909365,Sweett | Design 2BR in Eixample,241.0,Eixample,4,286.0,t,175
42909469,Sweett | Elegant 2BR near Plaza Espana,241.0,Eixample,4,237.0,t,149
42910007,Two-Bedr. Apt. with studio & 2 bathr. - 4-2 (2pax),25.0,Eixample,2,279.0,t,177
42918242,Cama en habitación compartida x8,8.0,Les Corts,1,100.0,t,153
42918270,Family Room,8.0,Les Corts,4,100.0,t,327
42920457,A cozy room with toilet for couples and women,1.0,Horta-Guinardó,2,50.0,t,36
42921746,Garden Front Apartment,60.0,Ciutat Vella,6,79.0,t,224
42921860,"Hotel Acta Laumon, Apartamento 3 dormitorios",5.0,Sant Andreu,6,268.0,t,354
42731902,Modern Luxury in Modernist Eixample 2DB/Wi-Fi/AC,51.0,Eixample,4,149.0,t,340
42733199,Alquiler de habitacion de matrimonio,2.0,Ciutat Vella,2,,t,2
43264662,PISO EN EL CENTRO DE BARCELONA,2.0,Ciutat Vella,2,,t,0
43264883,Apartamento 3 hab + balcón - Lesseps Gràcia,54.0,Gràcia,5,,,0
43273703,Apartment few meters from Sagrada Familia temple,40.0,Eixample,4,213.0,t,330
43283383,Charming Residence: Cozy Room at Raval,2.0,Ciutat Vella,1,64.0,t,42
43289029,Apartamento tranquilo y bien comunicado,6.0,Sants-Montjuïc,3,55.0,t,343
43296863,Apartamento 3 habitaciones-Nova Esquerra Eixample,54.0,Eixample,6,,,0
42924049,Piso Rambla Badal 4 habitaciones y 2 baños,43.0,Sants-Montjuïc,6,80.0,t,223
42933674,Suites4days Sepúlveda / Montjuich Park,96.0,Eixample,4,176.0,t,70
42933713,Suites4days Ali Bei Long Term,96.0,Eixample,2,195.0,t,185
42933765,Suites4days One doble room Villarroel Long Term,96.0,Eixample,2,94.0,t,107
42933904,Great apt work & enjoy the views of Barcelona!,6.0,Horta-Guinardó,2,125.0,t,233
42934004,Suites4days Diputació /Monumental,96.0,Eixample,8,246.0,t,204
42935852,Suites4days París Eixample,96.0,Eixample,4,221.0,t,73
43297106,Apartamento Alquiler Temporal - Plaça Espanya,54.0,Sants-Montjuïc,3,,,0
43298193,Cozy Apartment with Cathedral Views,4.0,Ciutat Vella,3,108.0,t,215
43307553,Individual Room private bathroom Catalunya Square,8.0,Eixample,1,114.0,t,207
43307558,Double Room with private bathroom Catalunya Square,8.0,Eixample,2,135.0,t,201
43307565,Triple Room with Balcony and private bathroom,8.0,Eixample,3,178.0,t,237
43307573,Sunny Family Room private bathroom and balcony,8.0,Eixample,4,187.0,t,239
43307579,Triple Room  private bathroom Catalunya Square,8.0,Eixample,3,170.0,t,240
43307585,one of our Double Rooms Balcony and private bath,8.0,Eixample,2,159.0,t,247
43307590,Twin Room With Balcony and private bathroom Center,8.0,Eixample,2,160.0,t,250
43312847,Lujoso apartamento con servicio de hotel 4*,2.0,Les Corts,2,77.0,t,318
43315876,Piso alquiler temporal 3 habitaciones - ENCANTS,54.0,Sant Martí,6,,,0
42936108,Suites4days Roger de Lluria / Palau de la Música,96.0,Eixample,5,281.0,t,201
42936177,Flateli. Pelayo 2,331.0,Eixample,16,503.0,t,171
42946904,Great 4 bedroom flat in Eixample-super equipped,163.0,Horta-Guinardó,6,125.0,t,191
42947171,Ideal 4 bedroom in Eixample fully equipped.,163.0,Horta-Guinardó,6,125.0,t,149
42947434,Fab flat 4 bedroom in Eixample all equipped,163.0,Horta-Guinardó,6,125.0,t,233
43322796,4 bed mixed dormitory room,13.0,Eixample,1,,t,0
